S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,No. of Units,Price ($),Area (Sqft),Type of Area,Floor Level,Unit Price ($psf),Date of Option Exercised / Sales Agreement Signed,unit price bin,Tenure 2
785,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1143900,990,Strata,06 to 10,1155,2/1/2014,1000-1499,<105
786,RESIDENTIAL APARTMENTS,JANSEN ROAD,Apartment,19,OCR,999 yrs lease commencing from 1876,1,1510000,2045,Strata,01 to 05,738,2/1/2014,500-999,>900 / Freehold
789,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,879120,721,Strata,11 to 15,1219,2/1/2014,1000-1499,<105
790,KOVAN MELODY,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2004,1,1850000,1894,Strata,01 to 05,977,2/1/2014,500-999,<105
791,SUNSHINE LODGE,UPPER SERANGOON ROAD,Apartment,19,OCR,Freehold,1,750000,721,Strata,01 to 05,1040,2/1/2014,1000-1499,>900 / Freehold
795,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1050000,893,Strata,01 to 05,1175,2/1/2014,1000-1499,<105
796,JADE RESIDENCES,LEW LIAN VALE,Apartment,19,OCR,Freehold,1,1689984,1313,Strata,01 to 05,1287,2/1/2014,1000-1499,>900 / Freehold
797,THE SPRINGBLOOM,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1995,1,1450000,1302,Strata,06 to 10,1113,2/1/2014,1000-1499,<105
798,REGENTVILLE,HOUGANG STREET 92,Apartment,19,OCR,99 yrs lease commencing from 1996,1,850000,980,Strata,11 to 15,868,2/1/2014,500-999,<105
799,THE BENTLY RESIDENCES@KOVAN,KOVAN ROAD,Apartment,19,OCR,Freehold,1,880000,592,Strata,01 to 05,1486,2/1/2014,1000-1499,>900 / Freehold
800,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,807112,474,Strata,11 to 15,1704,2/1/2014,1500-1999,>900 / Freehold
802,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,846018,614,Strata,01 to 05,1379,2/1/2014,1000-1499,>900 / Freehold
803,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,834585,614,Strata,01 to 05,1360,2/1/2014,1000-1499,>900 / Freehold
804,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,931600,732,Strata,11 to 15,1273,2/1/2014,1000-1499,<105
807,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,727000,484,Strata,01 to 05,1501,2/1/2014,1500-1999,>900 / Freehold
808,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,1480000,1216,Strata,01 to 05,1217,2/1/2014,1000-1499,<105
809,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1138500,1001,Strata,11 to 15,1137,2/1/2014,1000-1499,<105
810,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,668250,495,Strata,01 to 05,1350,2/1/2014,1000-1499,<105
811,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1331250,1281,Strata,01 to 05,1039,2/1/2014,1000-1499,<105
812,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1138000,1001,Strata,11 to 15,1137,2/1/2014,1000-1499,<105
815,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,1,1061760,1109,Strata,11 to 15,958,2/1/2014,500-999,<105
817,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,828000,710,Strata,01 to 05,1166,2/1/2014,1000-1499,>900 / Freehold
819,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,877000,732,Strata,06 to 10,1198,2/1/2014,1000-1499,<105
820,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,890000,732,Strata,11 to 15,1216,2/1/2014,1000-1499,<105
821,VIBES @ KOVAN,KOVAN ROAD,Apartment,19,OCR,Freehold,1,630000,420,Strata,01 to 05,1501,2/1/2014,1500-1999,>900 / Freehold
822,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1059000,872,Strata,06 to 10,1215,2/1/2014,1000-1499,<105
823,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,980250,732,Strata,11 to 15,1339,2/1/2014,1000-1499,<105
825,57 @ KOVAN,KOVAN ROAD,Apartment,19,OCR,Freehold,1,1350000,1249,Strata,01 to 05,1081,2/1/2014,1000-1499,>900 / Freehold
826,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,1,1902320,2400,Strata,16 to 20,793,2/1/2014,500-999,<105
828,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,878000,614,Strata,01 to 05,1431,2/1/2014,1000-1499,>900 / Freehold
829,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1038000,840,Strata,11 to 15,1236,2/1/2014,1000-1499,<105
831,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,927750,775,Strata,06 to 10,1197,2/1/2014,1000-1499,<105
832,COMPASS HEIGHTS,SENGKANG SQUARE,Apartment,19,OCR,99 yrs lease commencing from 2000,1,1210000,1292,Strata,01 to 05,937,1/1/2014,500-999,<105
834,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1153000,1001,Strata,01 to 05,1152,1/1/2014,1000-1499,<105
836,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1135000,990,Strata,06 to 10,1146,1/1/2014,1000-1499,<105
841,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,900000,732,Strata,01 to 05,1230,1/1/2014,1000-1499,<105
842,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1349250,1195,Strata,11 to 15,1129,1/1/2014,1000-1499,<105
843,SUNSHINE GROVE,JALAN LABU MERAH,Apartment,19,OCR,Freehold,1,835000,700,Strata,01 to 05,1193,1/1/2014,1000-1499,>900 / Freehold
845,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1109500,990,Strata,06 to 10,1120,1/1/2014,1000-1499,<105
846,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,1,952740,1033,Strata,01 to 05,922,1/1/2014,500-999,<105
850,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,1485000,1044,Strata,11 to 15,1422,1/1/2014,1000-1499,<105
852,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1038750,926,Strata,01 to 05,1122,1/1/2014,1000-1499,<105
855,RIVERVALE CREST,RIVERVALE CRESCENT,Apartment,19,OCR,99 yrs lease commencing from 1997,1,860000,936,Strata,11 to 15,918,1/1/2014,500-999,<105
856,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1349250,1163,Strata,11 to 15,1161,1/1/2014,1000-1499,<105
860,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,1,903072,689,Strata,01 to 05,1311,1/1/2014,1000-1499,<105
861,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,742000,549,Strata,06 to 10,1352,1/1/2014,1000-1499,<105
862,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1041000,926,Strata,06 to 10,1125,1/1/2014,1000-1499,<105
863,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1072500,872,Strata,06 to 10,1230,1/1/2014,1000-1499,<105
864,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1674750,1389,Strata,11 to 15,1206,1/1/2014,1000-1499,<105
868,REGENTVILLE,HOUGANG STREET 92,Apartment,19,OCR,99 yrs lease commencing from 1996,1,1080000,1335,Strata,11 to 15,809,1/1/2014,500-999,<105
869,A TREASURE TROVE,PUNGGOL WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,1,2664000,4446,Strata,16 to 20,599,1/1/2014,500-999,<105
870,THE SPRINGBLOOM,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1995,1,1120000,1119,Strata,01 to 05,1000,1/1/2014,1000-1499,<105
871,KOVAN REGENCY,KOVAN RISE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,810000,614,Strata,01 to 05,1320,1/1/2014,1000-1499,<105
872,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,884250,721,Strata,11 to 15,1226,1/1/2014,1000-1499,<105
874,REGENTVILLE,HOUGANG STREET 92,Apartment,19,OCR,99 yrs lease commencing from 1996,1,930000,1152,Strata,01 to 05,807,1/1/2014,500-999,<105
875,SUITES @ PAYA LEBAR,UPPER PAYA LEBAR ROAD,Apartment,19,OCR,Freehold,1,662000,409,Strata,01 to 05,1618,1/1/2014,1500-1999,>900 / Freehold
876,CHUAN PARK,LORONG CHUAN,Condominium,19,OCR,99 yrs lease commencing from 1980,1,1450000,1528,Strata,11 to 15,949,1/1/2014,500-999,<105
877,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,883000,732,Strata,06 to 10,1206,1/1/2014,1000-1499,<105
879,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1968000,1216,Strata,11 to 15,1618,1/1/2014,1500-1999,>900 / Freehold
880,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,1650000,1959,Strata,01 to 05,842,1/1/2014,500-999,<105
881,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1154000,990,Strata,11 to 15,1165,1/1/2014,1000-1499,<105
882,KOVAN MELODY,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2004,1,1370000,1292,Strata,01 to 05,1061,1/1/2014,1000-1499,<105
883,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,1,900000,689,Strata,06 to 10,1306,1/1/2014,1000-1499,<105
885,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,920000,614,Strata,01 to 05,1499,1/1/2014,1000-1499,>900 / Freehold
886,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1048000,840,Strata,11 to 15,1248,1/1/2014,1000-1499,<105
887,THE BENTLY RESIDENCES@KOVAN,KOVAN ROAD,Apartment,19,OCR,Freehold,1,1000000,786,Strata,01 to 05,1273,1/1/2014,1000-1499,>900 / Freehold
888,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,1,1036450,883,Strata,11 to 15,1174,1/1/2014,1000-1499,<105
889,KENSINGTON PARK CONDOMINIUM,KENSINGTON PARK DRIVE,Condominium,19,OCR,999 yrs lease commencing from 1878,1,2110000,2239,Strata,01 to 05,942,1/1/2014,500-999,>900 / Freehold
891,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1919000,1216,Strata,11 to 15,1578,1/1/2014,1500-1999,>900 / Freehold
892,THE QUINN,BARTLEY ROAD,Apartment,19,OCR,Freehold,1,926250,570,Strata,01 to 05,1624,1/1/2014,1500-1999,>900 / Freehold
895,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,868000,614,Strata,01 to 05,1415,1/1/2014,1000-1499,>900 / Freehold
896,GLASGOW RESIDENCE,GLASGOW ROAD,Apartment,19,OCR,999 yrs lease commencing from 1886,1,574000,420,Strata,01 to 05,1367,1/1/2014,1000-1499,>900 / Freehold
897,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,1,956690,1033,Strata,01 to 05,926,1/1/2014,500-999,<105
898,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,880000,732,Strata,06 to 10,1202,1/1/2014,1000-1499,<105
899,CHERRYHILL,LORONG LEW LIAN,Condominium,19,OCR,Freehold,1,1285000,1152,Strata,01 to 05,1116,1/1/2014,1000-1499,>900 / Freehold
900,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,850000,700,Strata,11 to 15,1215,1/1/2014,1000-1499,<105
903,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,999900,840,Strata,11 to 15,1191,1/1/2014,1000-1499,<105
905,SUNGLADE,SERANGOON AVENUE 2,Condominium,19,OCR,99 yrs lease commencing from 2000,1,1320000,1152,Strata,01 to 05,1146,1/1/2014,1000-1499,<105
906,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,882580,614,Strata,01 to 05,1438,1/1/2014,1000-1499,>900 / Freehold
909,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1150000,990,Strata,06 to 10,1161,1/1/2014,1000-1499,<105
910,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1212000,1259,Strata,01 to 05,962,1/1/2014,500-999,<105
911,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,1,1065000,1109,Strata,11 to 15,961,1/1/2014,500-999,<105
913,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,900000,732,Strata,01 to 05,1230,1/1/2014,1000-1499,<105
914,CHUAN PARK,LORONG CHUAN,Condominium,19,OCR,99 yrs lease commencing from 1980,1,1188000,1173,Strata,16 to 20,1013,1/1/2014,1000-1499,<105
915,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,947000,947,Strata,01 to 05,1000,1/1/2014,1000-1499,<105
916,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1008000,829,Strata,11 to 15,1216,1/1/2014,1000-1499,<105
917,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1907000,1216,Strata,06 to 10,1568,1/1/2014,1500-1999,>900 / Freehold
919,KOVAN RESIDENCES,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2007,1,1620000,1259,Strata,06 to 10,1286,1/1/2014,1000-1499,<105
920,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1569400,1335,Strata,11 to 15,1176,1/1/2014,1000-1499,<105
924,TANGERINE GROVE,PAYA LEBAR CRESCENT,Condominium,19,OCR,Freehold,1,1110000,926,Strata,01 to 05,1199,1/1/2014,1000-1499,>900 / Freehold
927,COMPASS HEIGHTS,SENGKANG SQUARE,Apartment,19,OCR,99 yrs lease commencing from 2000,1,1050000,1238,Strata,06 to 10,848,1/1/2014,500-999,<105
929,NOUVELLE PARK,POH HUAT ROAD WEST,Condominium,19,OCR,Freehold,1,1190000,1184,Strata,06 to 10,1005,1/1/2014,1000-1499,>900 / Freehold
930,STADIA,YIO CHU KANG ROAD,Apartment,19,OCR,Freehold,1,1060000,904,Strata,01 to 05,1172,1/1/2014,1000-1499,>900 / Freehold
931,THE BENTLY RESIDENCES@KOVAN,KOVAN ROAD,Apartment,19,OCR,Freehold,1,940000,635,Strata,01 to 05,1480,1/1/2014,1000-1499,>900 / Freehold
932,EVANIA,UPPER PAYA LEBAR ROAD,Apartment,19,OCR,Freehold,1,1680000,1938,Strata,06 to 10,867,1/1/2014,500-999,>900 / Freehold
933,THE QUARTZ,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2005,1,1190000,1076,Strata,06 to 10,1106,1/1/2014,1000-1499,<105
935,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,896000,732,Strata,01 to 05,1224,1/1/2014,1000-1499,<105
936,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,874380,721,Strata,06 to 10,1212,1/1/2014,1000-1499,<105
943,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1050500,893,Strata,01 to 05,1176,12/1/2013,1000-1499,<105
944,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1038100,840,Strata,11 to 15,1236,12/1/2013,1000-1499,<105
945,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1008000,829,Strata,11 to 15,1216,12/1/2013,1000-1499,<105
948,KOVAN MELODY,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2004,1,1420000,1216,Strata,16 to 20,1167,12/1/2013,1000-1499,<105
949,COMPASS HEIGHTS,SENGKANG SQUARE,Apartment,19,OCR,99 yrs lease commencing from 2000,1,1855000,2336,Strata,11 to 15,794,12/1/2013,500-999,<105
950,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,914860,614,Strata,01 to 05,1491,12/1/2013,1000-1499,>900 / Freehold
951,KOVAN MELODY,KOVAN ROAD,Condominium,19,OCR,99 yrs lease commencing from 2004,1,1150000,904,Strata,06 to 10,1272,12/1/2013,1000-1499,<105
952,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,868000,614,Strata,01 to 05,1415,12/1/2013,1000-1499,>900 / Freehold
955,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1377880,1141,Strata,11 to 15,1208,12/1/2013,1000-1499,<105
956,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,838500,732,Strata,01 to 05,1146,12/1/2013,1000-1499,<105
957,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1123280,1012,Strata,11 to 15,1110,12/1/2013,1000-1499,<105
958,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,873000,614,Strata,01 to 05,1423,12/1/2013,1000-1499,>900 / Freehold
960,SUNSHINE LODGE,UPPER SERANGOON ROAD,Apartment,19,OCR,Freehold,1,1688888,2024,Strata,01 to 05,835,12/1/2013,500-999,>900 / Freehold
963,REGENTVILLE,HOUGANG STREET 92,Apartment,19,OCR,99 yrs lease commencing from 1996,1,880000,1152,Strata,06 to 10,764,12/1/2013,500-999,<105
964,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1088000,732,Strata,01 to 05,1486,12/1/2013,1000-1499,>900 / Freehold
965,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,863000,614,Strata,01 to 05,1407,12/1/2013,1000-1499,>900 / Freehold
966,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,818000,538,Strata,01 to 05,1520,12/1/2013,1500-1999,>900 / Freehold
968,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,772500,614,Strata,01 to 05,1259,12/1/2013,1000-1499,<105
969,A TREASURE TROVE,PUNGGOL WALK,Condominium,19,OCR,99 yrs lease commencing from 2011,1,1130000,1044,Strata,06 to 10,1082,12/1/2013,1000-1499,<105
970,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,882500,753,Strata,11 to 15,1171,12/1/2013,1000-1499,<105
971,BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2011,1,850000,732,Strata,11 to 15,1161,12/1/2013,1000-1499,<105
972,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1020000,893,Strata,11 to 15,1142,12/1/2013,1000-1499,<105
975,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,1299000,850,Strata,16 to 20,1528,12/1/2013,1500-1999,<105
979,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,771000,474,Strata,11 to 15,1628,12/1/2013,1500-1999,>900 / Freehold
980,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1066720,904,Strata,01 to 05,1180,12/1/2013,1000-1499,>900 / Freehold
981,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1266000,969,Strata,01 to 05,1307,12/1/2013,1000-1499,>900 / Freehold
982,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1044890,872,Strata,11 to 15,1198,12/1/2013,1000-1499,<105
984,THE BENTLY RESIDENCES@KOVAN,KOVAN ROAD,Apartment,19,OCR,Freehold,1,858000,592,Strata,01 to 05,1449,12/1/2013,1000-1499,>900 / Freehold
986,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,1260000,1109,Strata,06 to 10,1136,12/1/2013,1000-1499,<105
987,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,915000,732,Strata,11 to 15,1250,12/1/2013,1000-1499,<105
988,REGENTVILLE,HOUGANG STREET 92,Apartment,19,OCR,99 yrs lease commencing from 1996,1,958000,1152,Strata,11 to 15,832,12/1/2013,500-999,<105
990,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,1,1036450,883,Strata,11 to 15,1174,12/1/2013,1000-1499,<105
993,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1618000,1421,Strata,01 to 05,1139,12/1/2013,1000-1499,<105
994,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1656000,1044,Strata,06 to 10,1586,12/1/2013,1500-1999,>900 / Freehold
995,THE SPRINGBLOOM,SERANGOON AVENUE 3,Condominium,19,OCR,99 yrs lease commencing from 1995,1,1290000,1130,Strata,11 to 15,1141,12/1/2013,1000-1499,<105
997,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,888000,614,Strata,01 to 05,1447,12/1/2013,1000-1499,>900 / Freehold
998,TERRASSE,TERRASSE LANE,Condominium,19,OCR,99 yrs lease commencing from 2010,1,865000,732,Strata,01 to 05,1182,12/1/2013,1000-1499,<105
1000,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,1,852910,646,Strata,06 to 10,1321,12/1/2013,1000-1499,<105
1005,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,1,879960,689,Strata,01 to 05,1277,12/1/2013,1000-1499,<105
1007,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,770000,474,Strata,11 to 15,1626,12/1/2013,1500-1999,<105
1008,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,803000,474,Strata,11 to 15,1695,12/1/2013,1500-1999,>900 / Freehold
1009,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1277000,1012,Strata,01 to 05,1262,12/1/2013,1000-1499,>900 / Freehold
1011,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,900000,732,Strata,11 to 15,1230,12/1/2013,1000-1499,<105
1012,MIDTOWN RESIDENCES,UPPER SERANGOON ROAD,Apartment,19,OCR,99 yrs lease commencing from 2013,1,920000,689,Strata,06 to 10,1335,12/1/2013,1000-1499,<105
1016,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,838000,614,Strata,01 to 05,1366,12/1/2013,1000-1499,>900 / Freehold
1017,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1072000,893,Strata,11 to 15,1200,12/1/2013,1000-1499,<105
1019,LA FIESTA,SENGKANG SQUARE,Condominium,19,OCR,99 yrs lease commencing from 2012,1,867000,753,Strata,01 to 05,1151,12/1/2013,1000-1499,<105
1020,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,818000,484,Strata,11 to 15,1689,12/1/2013,1500-1999,>900 / Freehold
1021,CHERRYHILL,LORONG LEW LIAN,Condominium,19,OCR,Freehold,1,1287000,1195,Strata,01 to 05,1077,12/1/2013,1000-1499,>900 / Freehold
1025,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1084800,904,Strata,01 to 05,1200,12/1/2013,1000-1499,>900 / Freehold
1028,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,1,1024630,1152,Strata,01 to 05,890,12/1/2013,500-999,<105
1029,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,670710,495,Strata,06 to 10,1355,12/1/2013,1000-1499,<105
1030,JADE RESIDENCES,LEW LIAN VALE,Apartment,19,OCR,Freehold,1,880000,592,Strata,01 to 05,1486,12/1/2013,1000-1499,>900 / Freehold
1032,STADIA,YIO CHU KANG ROAD,Apartment,19,OCR,Freehold,1,1130000,969,Strata,01 to 05,1166,12/1/2013,1000-1499,>900 / Freehold
1036,RIVERSAILS,UPPER SERANGOON CRESCENT,Condominium,19,OCR,99 yrs lease commencing from 2011,1,1150240,1109,Strata,11 to 15,1037,12/1/2013,1000-1499,<105
1037,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,868000,614,Strata,01 to 05,1415,12/1/2013,1000-1499,>900 / Freehold
1038,JEWEL @ BUANGKOK,COMPASSVALE BOW,Condominium,19,OCR,99 yrs lease commencing from 2012,1,1531400,1335,Strata,01 to 05,1147,12/1/2013,1000-1499,<105
1039,KENSINGTON SQUARE,JALAN LOKAM,Apartment,19,OCR,Freehold,1,1218940,1033,Strata,01 to 05,1180,12/1/2013,1000-1499,>900 / Freehold
1042,THE SCALA,SERANGOON AVENUE 3,Apartment,19,OCR,99 yrs lease commencing from 2010,1,775000,592,Strata,01 to 05,1309,12/1/2013,1000-1499,<105
1043,THE TEMBUSU,TAMPINES ROAD,Condominium,19,OCR,Freehold,1,1567020,1044,Strata,01 to 05,1501,12/1/2013,1500-1999,>900 / Freehold
1045,THE MINTON,HOUGANG STREET 11,Condominium,19,OCR,99 yrs lease commencing from 2007,1,810000,700,Strata,16 to 20,1158,12/1/2013,1000-1499,<105
1046,BOATHOUSE RESIDENCES,UPPER SERANGOON VIEW,Condominium,19,OCR,99 yrs lease commencing from 2011,1,782000,732,Strata,01 to 05,1068,12/1/2013,1000-1499,<105
