S/N,Project Name,Street Name,Type,Postal District,Market Segment,Tenure,No. of Units,Price ($),Area,Type of Area,Floor Level,Unit Price ($psf),Date of Option Exercised / Sales Agreement Signed
3358,PARC STEVENS,STEVENS DRIVE,Condominium,10,CCR,Freehold,1,2980000,1722,Strata,01 to 05,1730,12-Feb
3359,GARDENVILLE,WALSHE ROAD,Condominium,10,CCR,Freehold,1,3100000,1572,Strata,01 to 05,1973,12-Feb
3360,CORONATION ARCADE,CORONATION ROAD,Apartment,10,CCR,Freehold,1,1375000,1184,Strata,01 to 05,1161,12-Jan
3361,CASA JERVOIS,JERVOIS ROAD,Apartment,10,CCR,Freehold,1,1710000,1227,Strata,01 to 05,1394,12-Jan
3362,CLIFTEN,EWE BOON ROAD,Apartment,10,CCR,Freehold,1,1470000,1066,Strata,06 to 10,1379,12-Jan
3363,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1600000,1109,Strata,01 to 05,1443,12-Jan
3364,DUCHESS RESIDENCES,DUCHESS AVENUE,Condominium,10,CCR,999 yrs lease commencing from 1875,1,3250000,1615,Strata,01 to 05,2013,12-Jan
3365,GOODWOOD GARDENS,BALMORAL CRESCENT,Apartment,10,CCR,Freehold,1,1800000,1076,Strata,06 to 10,1672,12-Jan
3366,FOUR SEASONS PARK,CUSCADEN WALK,Condominium,10,CCR,Freehold,1,7100000,2874,Strata,06 to 10,2470,12-Jan
3367,LATITUDE,JALAN MUTIARA,Condominium,10,CCR,Freehold,1,2924800,1324,Strata,06 to 10,2209,12-Jan
3368,LATITUDE,JALAN MUTIARA,Condominium,10,CCR,Freehold,1,3576400,1615,Strata,11 to 15,2215,12-Jan
3369,LATITUDE,JALAN MUTIARA,Condominium,10,CCR,Freehold,1,3564400,1615,Strata,11 to 15,2208,12-Jan
3370,VILLAGE TOWER,MOUNT SINAI RISE,Condominium,10,CCR,Freehold,1,2150000,1808,Strata,01 to 05,1189,12-Jan
3371,THE LEGEND,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,1980000,1464,Strata,11 to 15,1353,12-Jan
3372,FIFTH AVENUE CONDOMINIUM,FIFTH AVENUE,Condominium,10,CCR,Freehold,1,2368888,1615,Strata,01 to 05,1467,12-Jan
3373,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1250000,926,Strata,01 to 05,1350,12-Jan
3374,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,6998000,2734,Strata,01 to 05,2560,12-Jan
3375,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,6431000,2508,Strata,06 to 10,2564,12-Jan
3376,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,6761000,2454,Strata,01 to 05,2755,12-Jan
3377,RESIDENTIAL APARTMENTS,DRAYCOTT DRIVE,Apartment,10,CCR,Freehold,1,2290000,1141,Strata,06 to 10,2007,11-Dec
3378,THE TRESOR,DUCHESS ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,1,3600000,1927,Strata,01 to 05,1868,11-Dec
3379,GALLOP GREEN,WOOLLERTON PARK,Condominium,10,CCR,Freehold,1,6690000,3563,Strata,01 to 05,1878,11-Dec
3380,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,1710000,1346,Strata,01 to 05,1271,11-Dec
3381,LUSH ON HOLLAND HILL,HOLLAND HILL,Condominium,10,CCR,Freehold,1,2560040,1561,Strata,01 to 05,1640,11-Dec
3382,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,6908000,2605,Strata,01 to 05,2652,11-Dec
3383,HOLLAND TOWER,HOLLAND HEIGHTS,Apartment,10,CCR,Freehold,1,2035000,936,Strata,06 to 10,2173,11-Dec
3384,KASTURINA LODGE,KAY POH ROAD,Apartment,10,CCR,Freehold,1,1425000,1044,Strata,06 to 10,1365,11-Dec
3385,LATITUDE,JALAN MUTIARA,Condominium,10,CCR,Freehold,1,6007800,2917,Strata,01 to 05,2060,11-Dec
3386,MILL POINT,ZION CLOSE,Apartment,10,CCR,999 yrs lease commencing from 1877,1,1365000,915,Strata,11 to 15,1492,11-Dec
3387,HOLLAND RESIDENCES,TAMAN WARNA,Condominium,10,CCR,Freehold,1,1300000,603,Strata,01 to 05,2157,11-Dec
3388,LATITUDE,JALAN MUTIARA,Condominium,10,CCR,Freehold,1,6088900,2788,Strata,16 to 20,2184,11-Dec
3389,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1800000,1324,Strata,06 to 10,1360,11-Dec
3390,ARDMORE II,ARDMORE PARK,Condominium,10,CCR,Freehold,1,5208888,2024,Strata,16 to 20,2574,11-Dec
3391,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1083100,635,Strata,16 to 20,1705,11-Dec
3392,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,1750000,1087,Strata,01 to 05,1610,11-Dec
3393,GRANGE RESIDENCES,GRANGE ROAD,Condominium,10,CCR,Freehold,1,6100000,2583,Strata,06 to 10,2361,11-Dec
3394,THE LEVELZ,FARRER ROAD,Condominium,10,CCR,Freehold,1,1180000,786,Strata,01 to 05,1502,11-Dec
3395,GARDENVILLE,WALSHE ROAD,Condominium,10,CCR,Freehold,1,3175000,1755,Strata,01 to 05,1810,11-Dec
3396,BELMOND GREEN,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,2100000,1281,Strata,01 to 05,1639,11-Dec
3397,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,1,3188000,1948,Strata,11 to 15,1636,11-Dec
3398,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,1020000,850,Strata,01 to 05,1199,11-Dec
3399,THREE BALMORAL,BALMORAL ROAD,Apartment,10,CCR,Freehold,1,1550340,614,Strata,06 to 10,2527,11-Dec
3400,THE ORANGE GROVE,ORANGE GROVE ROAD,Condominium,10,CCR,Freehold,1,6311200,2691,Strata,06 to 10,2345,11-Dec
3401,THE MERCURY,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1530000,1044,Strata,01 to 05,1465,11-Dec
3402,DALVEY COURT,DALVEY ESTATE,Apartment,10,CCR,Freehold,1,2800000,2185,Strata,01 to 05,1281,11-Dec
3403,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,988000,850,Strata,01 to 05,1162,11-Dec
3404,GALLOP GREEN,WOOLLERTON PARK,Condominium,10,CCR,Freehold,1,5684800,2992,Strata,01 to 05,1900,11-Dec
3405,ORCHARD BEL AIR,ORCHARD BOULEVARD,Condominium,10,CCR,99 yrs lease commencing from 1980,3,13500000,9709,Strata,16 to 20,1390,11-Dec
3406,NATHAN RESIDENCES,NATHAN ROAD,Apartment,10,CCR,Freehold,1,1230000,786,Strata,06 to 10,1565,11-Dec
3407,STUDIO 3,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1400000,883,Strata,06 to 10,1586,11-Dec
3408,GOODWOOD RESIDENCE,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,6696000,2508,Strata,06 to 10,2670,11-Dec
3409,STUDIO 3,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1398000,883,Strata,11 to 15,1584,11-Dec
3410,THREE THREE ROBIN,ROBIN ROAD,Apartment,10,CCR,Freehold,1,2980000,1636,Strata,06 to 10,1821,11-Dec
3411,RESIDENTIAL APARTMENTS,ROBIN ROAD,Apartment,10,CCR,Freehold,16,52000000,25403,Strata,01 to 05,2047,11-Dec
3412,TANGLIN PARK,RIDLEY PARK,Condominium,10,CCR,Freehold,1,3150000,1507,Strata,01 to 05,2090,11-Dec
3413,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1780000,1324,Strata,06 to 10,1344,11-Dec
3414,AVALON,ANDERSON ROAD,Condominium,10,CCR,Freehold,1,2900000,1668,Strata,06 to 10,1738,11-Dec
3415,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1065000,635,Strata,16 to 20,1677,11-Dec
3416,SPRING GROVE,GRANGE ROAD,Condominium,10,CCR,99 yrs lease commencing from 1991,1,2170000,1389,Strata,11 to 15,1563,11-Dec
3417,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1780000,1249,Strata,01 to 05,1426,11-Dec
3418,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3332400,2207,Strata,06 to 10,1510,11-Dec
3419,RIDGEWOOD,RIDGEWOOD CLOSE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2250000,2002,Strata,11 to 15,1124,11-Dec
3420,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1636700,786,Strata,26 to 30,2083,11-Dec
3421,HENRY PARK,HOLLAND GROVE ROAD,Apartment,10,CCR,999 yrs lease commencing from 1885,64,175888000,90288,Strata,01 to 05,1948,11-Dec
3422,STUDIO 3,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,900000,549,Strata,16 to 20,1639,11-Dec
3423,BOTANIKA,HOLLAND ROAD,Apartment,10,CCR,Freehold,1,2650000,1324,Strata,01 to 05,2002,11-Dec
3424,CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,1,4752000,1959,Strata,21 to 25,2426,11-Dec
3425,CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,1,4700000,1959,Strata,21 to 25,2399,11-Dec
3426,CHELSEA GARDENS,WALSHE ROAD,Condominium,10,CCR,Freehold,1,2600000,1787,Strata,01 to 05,1455,11-Dec
3427,BOTANIKA,HOLLAND ROAD,Apartment,10,CCR,Freehold,1,2350000,1173,Strata,01 to 05,2003,11-Dec
3428,MELROSE PARK,KELLOCK ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2866185,1701,Strata,11 to 15,1685,11-Dec
3429,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,2987000,1765,Strata,01 to 05,1692,11-Dec
3430,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1170000,818,Strata,06 to 10,1430,11-Dec
3431,THE FORD @ HOLLAND,FORD AVENUE,Condominium,10,CCR,Freehold,1,965000,506,Strata,01 to 05,1907,11-Dec
3432,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1870000,1216,Strata,11 to 15,1537,11-Dec
3433,NASSIM JADE,NASSIM ROAD,Condominium,10,CCR,Freehold,1,7500000,3509,Strata,01 to 05,2137,11-Dec
3434,NASSIM JADE,NASSIM ROAD,Condominium,10,CCR,Freehold,1,5300000,2260,Strata,01 to 05,2345,11-Dec
3435,GALLOP GREEN,WOOLLERTON PARK,Condominium,10,CCR,Freehold,1,5684800,2992,Strata,01 to 05,1900,11-Dec
3436,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,3490000,2013,Strata,11 to 15,1734,11-Dec
3437,CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,1,2172170,1001,Strata,06 to 10,2170,11-Dec
3438,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1792800,1173,Strata,06 to 10,1528,11-Dec
3439,JERVOIS LODGE,JERVOIS ROAD,Condominium,10,CCR,Freehold,1,1380000,958,Strata,01 to 05,1441,11-Dec
3440,NATHAN PLACE,NATHAN ROAD,Condominium,10,CCR,Freehold,1,2000000,1464,Strata,01 to 05,1366,11-Dec
3441,CHELSEA GARDENS,WALSHE ROAD,Condominium,10,CCR,Freehold,1,3750000,2508,Strata,06 to 10,1495,11-Dec
3442,LATITUDE,JALAN MUTIARA,Condominium,10,CCR,Freehold,1,3552400,1615,Strata,06 to 10,2200,11-Dec
3443,ASTRID MEADOWS,CORONATION ROAD WEST,Condominium,10,CCR,Freehold,1,2670000,1690,Strata,01 to 05,1580,11-Nov
3444,DRAYCOTT EIGHT,DRAYCOTT PARK,Condominium,10,CCR,99 yrs lease commencing from 1997,1,2500000,1173,Strata,01 to 05,2131,11-Nov
3445,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,1236200,883,Strata,11 to 15,1401,11-Nov
3446,FOUR SEASONS PARK,CUSCADEN WALK,Condominium,10,CCR,Freehold,1,8100000,2874,Strata,11 to 15,2818,11-Nov
3447,BELMOND GREEN,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,1750000,969,Strata,06 to 10,1806,11-Nov
3448,LUSH ON HOLLAND HILL,HOLLAND HILL,Condominium,10,CCR,Freehold,1,2260000,1507,Strata,01 to 05,1500,11-Nov
3449,THE LEGEND,BUKIT TIMAH ROAD,Condominium,10,CCR,Freehold,1,1900000,1496,Strata,06 to 10,1270,11-Nov
3450,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,928387,646,Strata,01 to 05,1437,11-Nov
3451,ASTRID MEADOWS,CORONATION ROAD WEST,Condominium,10,CCR,Freehold,1,3688000,2433,Strata,01 to 05,1516,11-Nov
3452,HOLLAND RESIDENCES,TAMAN WARNA,Condominium,10,CCR,Freehold,1,1200000,603,Strata,01 to 05,1991,11-Nov
3453,BOTANIC GARDENS MANSION,TAMAN SERASI,Apartment,10,CCR,Freehold,1,3033000,1755,Strata,06 to 10,1729,11-Nov
3454,LUSH ON HOLLAND HILL,HOLLAND HILL,Condominium,10,CCR,Freehold,1,2088000,1281,Strata,06 to 10,1630,11-Nov
3455,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2072000,1346,Strata,11 to 15,1540,11-Nov
3456,LUSH ON HOLLAND HILL,HOLLAND HILL,Condominium,10,CCR,Freehold,1,2600000,1507,Strata,11 to 15,1725,11-Nov
3457,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1120700,635,Strata,21 to 25,1765,11-Nov
3458,ALLSWORTH PARK,HOLLAND ROAD,Condominium,10,CCR,999 yrs lease commencing from 1885,1,2300000,1959,Strata,01 to 05,1174,11-Nov
3459,GLENTREES,MOUNT SINAI LANE,Condominium,10,CCR,999 yrs lease commencing from 1885,1,3380000,2594,Strata,01 to 05,1303,11-Nov
3460,MUTIARA VIEW,JALAN MUTIARA,Apartment,10,CCR,Freehold,1,1485000,1141,Strata,11 to 15,1302,11-Nov
3461,SHEARES VILLE,HOLT ROAD,Apartment,10,CCR,Freehold,1,2230000,1528,Strata,11 to 15,1459,11-Nov
3462,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,1083000,850,Strata,01 to 05,1274,11-Nov
3463,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1780000,1216,Strata,16 to 20,1463,11-Nov
3464,BOTANIKA,HOLLAND ROAD,Apartment,10,CCR,Freehold,1,4528000,2260,Strata,01 to 05,2003,11-Nov
3465,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1716600,1012,Strata,21 to 25,1697,11-Nov
3466,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1700000,1216,Strata,06 to 10,1398,11-Nov
3467,MELROSE PARK,KELLOCK ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,2150000,1292,Strata,01 to 05,1664,11-Nov
3468,CHELSEA GARDENS,WALSHE ROAD,Condominium,10,CCR,Freehold,1,4200000,2508,Strata,06 to 10,1675,11-Nov
3469,THE EQUATORIAL,STEVENS ROAD,Condominium,10,CCR,Freehold,1,3150000,2422,Strata,11 to 15,1301,11-Nov
3470,ARDMORE PARK,ARDMORE PARK,Condominium,10,CCR,Freehold,1,8000000,2885,Strata,06 to 10,2773,11-Nov
3471,THE LEVELZ,FARRER ROAD,Condominium,10,CCR,Freehold,1,1178000,743,Strata,01 to 05,1586,11-Nov
3472,VALLEY PARK,RIVER VALLEY ROAD,Condominium,10,CCR,999 yrs lease commencing from 1877,1,1380000,861,Strata,11 to 15,1603,11-Nov
3473,SPRING GROVE,GRANGE ROAD,Condominium,10,CCR,99 yrs lease commencing from 1991,1,1598888,1012,Strata,16 to 20,1580,11-Nov
3474,ORCHARD BEL AIR,ORCHARD BOULEVARD,Condominium,10,CCR,99 yrs lease commencing from 1980,1,4500000,3229,Strata,21 to 25,1394,11-Nov
3475,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,1550000,990,Strata,01 to 05,1565,11-Nov
3476,GALLOP GREEN,WOOLLERTON PARK,Condominium,10,CCR,Freehold,1,6769700,3563,Strata,01 to 05,1900,11-Nov
3477,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,2703480,1733,Strata,01 to 05,1560,11-Nov
3478,RV EDGE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,698000,377,Strata,06 to 10,1853,11-Nov
3479,THE LEVELZ,FARRER ROAD,Condominium,10,CCR,Freehold,1,1230000,786,Strata,06 to 10,1565,11-Nov
3480,THE TRESOR,DUCHESS ROAD,Condominium,10,CCR,999 yrs lease commencing from 1875,1,3600000,1927,Strata,01 to 05,1868,11-Nov
3481,CYAN,KENG CHIN ROAD,Condominium,10,CCR,Freehold,1,4500000,1959,Strata,16 to 20,2297,11-Nov
3482,FOUR SEASONS PARK,CUSCADEN WALK,Condominium,10,CCR,Freehold,1,8280000,2874,Strata,21 to 25,2881,11-Nov
3483,THE BALMORAL SPRING,BALMORAL CRESCENT,Apartment,10,CCR,Freehold,1,1650000,1076,Strata,06 to 10,1533,11-Nov
3484,ORION,ORANGE GROVE ROAD,Apartment,10,CCR,Freehold,1,3400000,1507,Strata,11 to 15,2256,11-Nov
3485,JERVOIS JADE APARTMENTS,JERVOIS CLOSE,Apartment,10,CCR,99 yrs lease commencing from 1998,1,1450000,1227,Strata,01 to 05,1182,11-Nov
3486,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1013700,635,Strata,11 to 15,1596,11-Nov
3487,THE HORIZON,HOLT ROAD,Condominium,10,CCR,Freehold,1,2710000,1722,Strata,06 to 10,1574,11-Nov
3488,THE SERENADE @ HOLLAND,HOLLAND ROAD,Condominium,10,CCR,99 yrs lease commencing from 2001,1,2000000,1787,Strata,06 to 10,1119,11-Nov
3489,8 NAPIER,NAPIER ROAD,Condominium,10,CCR,Freehold,1,6500000,2013,Strata,01 to 05,3229,11-Nov
3490,ONE JERVOIS,JERVOIS CLOSE,Condominium,10,CCR,Freehold,1,900000,635,Strata,01 to 05,1417,11-Nov
3491,THE COTERIE @ HOLLAND,HOLLAND ROAD,Apartment,10,CCR,Freehold,1,1550000,807,Strata,01 to 05,1920,11-Nov
3492,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1697300,1076,Strata,16 to 20,1577,11-Nov
3493,GALLOP GREEN,WOOLLERTON PARK,Condominium,10,CCR,Freehold,1,5684800,2992,Strata,01 to 05,1900,11-Nov
3494,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1839600,1195,Strata,01 to 05,1540,11-Nov
3495,ARDMORE PARK,ARDMORE PARK,Condominium,10,CCR,Freehold,1,8300000,2885,Strata,11 to 15,2877,11-Nov
3496,THE CORNWALL,CORNWALL GARDENS,Condominium,10,CCR,Freehold,1,2100000,1701,Strata,01 to 05,1235,11-Nov
3497,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,2238000,1733,Strata,01 to 05,1291,11-Nov
3498,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,2110800,1356,Strata,06 to 10,1556,11-Nov
3499,THE ARC AT DRAYCOTT,DRAYCOTT DRIVE,Apartment,10,CCR,Freehold,1,3250000,1270,Strata,21 to 25,2559,11-Nov
3500,TANGLIN PARK,RIDLEY PARK,Condominium,10,CCR,Freehold,1,2900000,1593,Strata,01 to 05,1820,11-Nov
3501,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1055400,635,Strata,16 to 20,1662,11-Nov
3502,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,985000,850,Strata,01 to 05,1158,11-Nov
3503,WILLYN VILLE,HOLLAND AVENUE,Apartment,10,CCR,Freehold,1,1370000,861,Strata,01 to 05,1591,11-Nov
3504,ARDMORE PARK,ARDMORE PARK,Condominium,10,CCR,Freehold,1,9000000,2885,Strata,06 to 10,3120,11-Nov
3505,TANGLIN PARK,RIDLEY PARK,Condominium,10,CCR,Freehold,1,3200000,1593,Strata,06 to 10,2009,11-Nov
3506,TANGLIN PARK,RIDLEY PARK,Condominium,10,CCR,Freehold,1,2060000,1109,Strata,01 to 05,1858,11-Nov
3507,LATITUDE,JALAN MUTIARA,Condominium,10,CCR,Freehold,1,5830500,2788,Strata,01 to 05,2091,11-Nov
3508,THE EQUATORIAL,STEVENS ROAD,Condominium,10,CCR,Freehold,1,2950000,2056,Strata,01 to 05,1435,11-Nov
3509,VENTUNO BALMORAL,BALMORAL ROAD,Apartment,10,CCR,Freehold,1,2150000,1313,Strata,06 to 10,1637,11-Nov
3510,SIGNATURE AT LEWIS,LEWIS ROAD,Apartment,10,CCR,Freehold,1,990000,635,Strata,01 to 05,1559,11-Nov
3511,TANGLIN PARK,RIDLEY PARK,Condominium,10,CCR,Freehold,1,2000000,1023,Strata,01 to 05,1956,11-Nov
3512,THE ESTORIL,HOLLAND ROAD,Apartment,10,CCR,Freehold,1,3100000,2088,Strata,01 to 05,1485,11-Nov
3513,SIXTH AVENUE VILLE,SIXTH AVENUE,Condominium,10,CCR,Freehold,1,980000,710,Strata,01 to 05,1379,11-Nov
3514,VILLA AZURA,CHERRY AVENUE,Condominium,10,CCR,Freehold,1,1515000,1270,Strata,01 to 05,1193,11-Nov
3515,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1800000,1324,Strata,01 to 05,1360,11-Nov
3516,D'LEEDON,LEEDON HEIGHTS,Condominium,10,RCR,99 yrs lease commencing from 2010,1,2044400,1227,Strata,21 to 25,1666,11-Nov
3517,THE CAPRI,STEVENS ROAD,Apartment,10,CCR,Freehold,1,900000,603,Strata,01 to 05,1493,11-Oct
3518,LUTHERAN TOWERS,TAN KIM CHENG ROAD,Apartment,10,CCR,103 yrs lease commencing from 1974,1,1520000,1916,Strata,06 to 10,793,11-Oct
3519,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,1687900,1076,Strata,16 to 20,1568,11-Oct
3520,THE MERCURY,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1021080,635,Strata,16 to 20,1608,11-Oct
3521,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,2000000,1367,Strata,06 to 10,1463,11-Oct
3522,BEAUFORT ON NASSIM,NASSIM ROAD,Condominium,10,CCR,Freehold,1,5738100,1851,Strata,01 to 05,3099,11-Oct
3523,THE TESSARINA,WILBY ROAD,Condominium,10,CCR,Freehold,1,1718000,1324,Strata,06 to 10,1298,11-Oct
3524,THREE BALMORAL,BALMORAL ROAD,Apartment,10,CCR,Freehold,1,1573000,614,Strata,06 to 10,2564,11-Oct
3525,THREE BALMORAL,BALMORAL ROAD,Apartment,10,CCR,Freehold,1,1573000,614,Strata,06 to 10,2564,11-Oct
3526,THE ORANGE GROVE,ORANGE GROVE ROAD,Condominium,10,CCR,Freehold,1,5672000,2777,Strata,01 to 05,2042,11-Oct
3527,CHATEAU LE FAME,EWE BOON ROAD,Apartment,10,CCR,Freehold,1,1492000,1119,Strata,01 to 05,1333,11-Oct
3528,NASSIM JADE,NASSIM ROAD,Condominium,10,CCR,Freehold,1,5100000,2153,Strata,01 to 05,2369,11-Oct
3529,DUCHESS RESIDENCES,DUCHESS AVENUE,Condominium,10,CCR,999 yrs lease commencing from 1875,1,2850000,1485,Strata,01 to 05,1919,11-Oct
3530,DUCHESS RESIDENCES,DUCHESS AVENUE,Condominium,10,CCR,999 yrs lease commencing from 1875,1,3520000,1905,Strata,01 to 05,1848,11-Oct
3531,REGENCY PARK,NATHAN ROAD,Condominium,10,CCR,Freehold,1,5500000,3175,Strata,16 to 20,1732,11-Oct
3532,TANGLIN REGENCY,TANGLIN ROAD,Condominium,10,CCR,99 yrs lease commencing from 1994,1,1350000,1259,Strata,01 to 05,1072,11-Oct
3533,VENTUNO BALMORAL,BALMORAL ROAD,Apartment,10,CCR,Freehold,1,2200000,1313,Strata,01 to 05,1675,11-Oct
3534,SOMMERVILLE PARK,FARRER DRIVE,Condominium,10,CCR,Freehold,1,1850000,1302,Strata,11 to 15,1420,11-Oct
3535,THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Condominium,10,CCR,Freehold,1,3650000,2734,Strata,01 to 05,1335,11-Oct
3536,LATITUDE,JALAN MUTIARA,Condominium,10,CCR,Freehold,1,6141100,2788,Strata,06 to 10,2203,11-Oct
3537,VIZ AT HOLLAND,QUEENSWAY,Condominium,10,CCR,Freehold,1,1350000,861,Strata,01 to 05,1568,11-Oct
3538,D'LEEDON,LEEDON HEIGHTS,Condominium,10,CCR,99 yrs lease commencing from 2010,1,4500600,4176,Strata,01 to 05,1078,11-Oct
3539,GRANGE RESIDENCES,GRANGE ROAD,Condominium,10,CCR,Freehold,1,8100000,2852,Strata,16 to 20,2840,11-Oct
3540,THE MERCURY,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,1026000,635,Strata,11 to 15,1616,11-Oct
3541,LUTHERAN TOWERS,TAN KIM CHENG ROAD,Apartment,10,CCR,103 yrs lease commencing from 1974,1,1458000,1916,Strata,01 to 05,761,11-Oct
3542,JAYA TOWERS,BUKIT TIMAH ROAD,Apartment,10,CCR,Freehold,1,2880000,2142,Strata,06 to 10,1345,11-Oct
3543,GRANGE RESIDENCES,GRANGE ROAD,Condominium,10,CCR,Freehold,1,7000000,2583,Strata,11 to 15,2710,11-Oct
3544,THE TRIZON,RIDGEWOOD CLOSE,Condominium,10,CCR,Freehold,1,6200000,5328,Strata,21 to 25,1164,11-Oct
3545,BOTANIC GARDENS MANSION,TAMAN SERASI,Apartment,10,CCR,Freehold,1,2620000,1755,Strata,01 to 05,1493,11-Oct
3546,RV EDGE,SHANGHAI ROAD,Apartment,10,CCR,Freehold,1,715000,377,Strata,06 to 10,1898,11-Oct
3547,CHATELET,MARGOLIOUTH ROAD,Condominium,10,CCR,Freehold,1,1980000,1507,Strata,01 to 05,1314,11-Oct
3548,CASABELLA,DUCHESS AVENUE,Condominium,10,CCR,Freehold,1,2600000,1765,Strata,01 to 05,1473,11-Oct
3549,ARDMORE II,ARDMORE PARK,Condominium,10,CCR,Freehold,1,5350000,2024,Strata,06 to 10,2644,11-Oct
3550,DUCHESS CREST,DUCHESS AVENUE,Condominium,10,CCR,99 yrs lease commencing from 1995,1,1660000,1346,Strata,01 to 05,1234,11-Oct
3551,BELMOND GREEN,BALMORAL ROAD,Condominium,10,CCR,Freehold,1,2300000,1335,Strata,01 to 05,1723,11-Oct
